LibA,LibB,comparison,Operation,Depth,Width,Content,delta,delta_abs,magnitude,ci_lower,ci_upper
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,5,20,Numeric,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,5,20,Numeric,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,5,20,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,5,20,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,5,20,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,5,20,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,5,20,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,5,20,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,5,20,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,5,20,Boolean,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,5,20,Boolean,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,5,20,Boolean,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,5,20,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,5,50,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,5,50,Textual,-1,1,large,-1,-0.9917658116871374
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,5,50,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,5,50,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,5,50,Textual,-1,1,large,-1,-0.9917658116871374
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,5,50,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,5,50,Textual,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,5,50,Textual,1,1,large,0.9917658116871374,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,5,50,Textual,-1,1,large,-1,-0.9917658116871374
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,5,50,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,5,50,Numeric,-0.8844444444444445,0.8844444444444445,large,-0.981517539750061,-0.42537712789934884
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,5,50,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,5,50,Numeric,1,1,large,0.9904211003489777,1
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,5,50,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,5,50,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,5,50,Numeric,1,1,large,0.9904211003489777,1
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,5,50,Numeric,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,5,50,Numeric,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,5,50,Numeric,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,5,50,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,5,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,5,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,5,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,5,50,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,5,50,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,5,50,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,5,50,Boolean,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,5,50,Boolean,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,5,50,Boolean,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,5,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,5,100,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,5,100,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,5,100,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,5,100,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,5,100,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,5,100,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,5,100,Textual,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,5,100,Textual,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,5,100,Textual,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,5,100,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,5,100,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,5,100,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,5,100,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,5,100,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,5,100,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,5,100,Numeric,1,1,large,0.9904211003489777,1
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,5,100,Numeric,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,5,100,Numeric,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,5,100,Numeric,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,5,100,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,5,100,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,5,100,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,5,100,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,5,100,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,5,100,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,5,100,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,5,100,Boolean,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,5,100,Boolean,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,5,100,Boolean,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,5,100,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,10,5,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,10,5,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,10,5,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,10,5,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,10,5,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,10,5,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,10,5,Textual,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,10,5,Textual,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,10,5,Textual,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,10,5,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,10,5,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,10,5,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,10,5,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,10,5,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,10,5,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,10,5,Numeric,1,1,large,0.9904211003489777,1
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,10,5,Numeric,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,10,5,Numeric,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,10,5,Numeric,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,10,5,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,10,5,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,10,5,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,10,5,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,10,5,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,10,5,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,10,5,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,10,5,Boolean,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,10,5,Boolean,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,10,5,Boolean,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,10,5,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,10,20,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,10,20,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,10,20,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,10,20,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,10,20,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,10,20,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,10,20,Textual,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,10,20,Textual,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,10,20,Textual,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,10,20,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,10,20,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,10,20,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,10,20,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,10,20,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,10,20,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,10,20,Numeric,1,1,large,0.9904211003489777,1
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,10,20,Numeric,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,10,20,Numeric,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,10,20,Numeric,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,10,20,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,10,20,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,10,20,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,10,20,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,10,20,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,10,20,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,10,20,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,10,20,Boolean,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,10,20,Boolean,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,10,20,Boolean,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,10,20,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,10,50,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,10,50,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,10,50,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,10,50,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,10,50,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,10,50,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,10,50,Textual,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,10,50,Textual,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,10,50,Textual,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,10,50,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,10,50,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,10,50,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,10,50,Numeric,1,1,large,0.9904211003489777,1
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,10,50,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,10,50,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,10,50,Numeric,1,1,large,0.9904211003489777,1
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,10,50,Numeric,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,10,50,Numeric,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,10,50,Numeric,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,10,50,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,10,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,10,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,10,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,10,50,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,10,50,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,10,50,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,10,50,Boolean,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,10,50,Boolean,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,10,50,Boolean,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,10,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,10,100,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,10,100,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,10,100,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,10,100,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,10,100,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,10,100,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,10,100,Textual,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,10,100,Textual,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,10,100,Textual,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,10,100,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,10,100,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,10,100,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,10,100,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,10,100,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,10,100,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,10,100,Numeric,1,1,large,0.9904211003489777,1
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,10,100,Numeric,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,10,100,Numeric,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,10,100,Numeric,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,10,100,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,10,100,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,10,100,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,10,100,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,10,100,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,10,100,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,10,100,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,10,100,Boolean,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,10,100,Boolean,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,10,100,Boolean,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,10,100,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,20,5,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,20,5,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,20,5,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,20,5,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,20,5,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,20,5,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,20,5,Textual,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,20,5,Textual,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,20,5,Textual,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,20,5,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,20,5,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,20,5,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,20,5,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,20,5,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,20,5,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,20,5,Numeric,1,1,large,0.9904211003489777,1
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,20,5,Numeric,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,20,5,Numeric,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,20,5,Numeric,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,20,5,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,20,5,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,20,5,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,20,5,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,20,5,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,20,5,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,20,5,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,20,5,Boolean,-1,1,large,-1,-0.9904211003489777
