LibA,LibB,comparison,Operation,DimLabel,Variant,delta,delta_abs,magnitude,Dimension
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,I10,Integer,1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,I10,Integer,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,I10,Integer,1,1,L,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,I10,Integer,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,I10,Integer,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,I10,Integer,1,1,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,I10,Integer,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,I10,Integer,-0.6977777777777778,0.6977777777777778,L,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,I10,Integer,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,I10,Integer,1,1,L,numeric
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,F2,Float,1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,F2,Float,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,F2,Float,1,1,L,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,F2,Float,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,F2,Float,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,F2,Float,1,1,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,F2,Float,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,F2,Float,-1,1,L,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,F2,Float,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,F2,Float,1,1,L,numeric
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,F3,Float,1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,F3,Float,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,F3,Float,1,1,L,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,F3,Float,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,F3,Float,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,F3,Float,1,1,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,F3,Float,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,F3,Float,0.6622222222222223,0.6622222222222223,L,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,F3,Float,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,F3,Float,1,1,L,numeric
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,F5,Float,1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,F5,Float,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,F5,Float,1,1,L,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,F5,Float,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,F5,Float,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,F5,Float,1,1,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,F5,Float,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,F5,Float,-1,1,L,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,F5,Float,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,F5,Float,1,1,L,numeric
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,F7,Float,1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,F7,Float,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,F7,Float,1,1,L,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,F7,Float,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,F7,Float,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,F7,Float,1,1,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,F7,Float,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,F7,Float,-1,1,L,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,F7,Float,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,F7,Float,1,1,L,numeric
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,F10,Float,1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,F10,Float,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,F10,Float,1,1,L,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,F10,Float,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,F10,Float,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,F10,Float,1,1,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,F10,Float,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,F10,Float,-0.23555555555555555,0.23555555555555555,S,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,F10,Float,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,F10,Float,1,1,L,numeric
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,I2,Integer,1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,I2,Integer,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,I2,Integer,1,1,L,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,I2,Integer,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,I2,Integer,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,I2,Integer,1,1,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,I2,Integer,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,I2,Integer,-1,1,L,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,I2,Integer,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,I2,Integer,1,1,L,numeric
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,I3,Integer,1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,I3,Integer,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,I3,Integer,1,1,L,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,I3,Integer,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,I3,Integer,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,I3,Integer,-0.9288888888888889,0.9288888888888889,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,I3,Integer,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,I3,Integer,-1,1,L,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,I3,Integer,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,I3,Integer,1,1,L,numeric
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,I5,Integer,1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,I5,Integer,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,I5,Integer,1,1,L,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,I5,Integer,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,I5,Integer,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,I5,Integer,-1,1,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,I5,Integer,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,I5,Integer,-1,1,L,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,I5,Integer,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,I5,Integer,1,1,L,numeric
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,I7,Integer,1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,I7,Integer,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,I7,Integer,-1,1,L,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,I7,Integer,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,I7,Integer,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,I7,Integer,-1,1,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,I7,Integer,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,I7,Integer,-1,1,L,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,I7,Integer,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,I7,Integer,1,1,L,numeric
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,I10,Integer,1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,I10,Integer,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,I10,Integer,-1,1,L,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,I10,Integer,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,I10,Integer,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,I10,Integer,-1,1,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,I10,Integer,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,I10,Integer,-1,1,L,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,I10,Integer,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,I10,Integer,1,1,L,numeric
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,F2,Float,-1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,F2,Float,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,F2,Float,0.9022222222222223,0.9022222222222223,L,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,F2,Float,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,F2,Float,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,F2,Float,1,1,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,F2,Float,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,F2,Float,-1,1,L,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,F2,Float,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,F2,Float,1,1,L,numeric
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,F3,Float,-1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,F3,Float,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,F3,Float,-0.37777777777777777,0.37777777777777777,M,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,F3,Float,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,F3,Float,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,F3,Float,1,1,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,F3,Float,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,F3,Float,-1,1,L,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,F3,Float,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,F3,Float,1,1,L,numeric
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,F5,Float,-1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,F5,Float,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,F5,Float,0.5377777777777778,0.5377777777777778,L,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,F5,Float,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,F5,Float,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,F5,Float,1,1,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,F5,Float,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,F5,Float,-1,1,L,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,F5,Float,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,F5,Float,1,1,L,numeric
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,F7,Float,-1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,F7,Float,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,F7,Float,-0.9911111111111112,0.9911111111111112,L,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,F7,Float,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,F7,Float,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,F7,Float,0.9555555555555556,0.9555555555555556,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,F7,Float,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,F7,Float,-1,1,L,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,F7,Float,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,F7,Float,1,1,L,numeric
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,F10,Float,-1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,F10,Float,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,F10,Float,-1,1,L,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,F10,Float,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,F10,Float,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,F10,Float,-0.9822222222222222,0.9822222222222222,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,F10,Float,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,F10,Float,-1,1,L,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,F10,Float,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,F10,Float,1,1,L,numeric
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,L5,All,1,1,L,string_length
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,L5,All,1,1,L,string_length
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,L5,All,1,1,L,string_length
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,L5,All,1,1,L,string_length
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,L5,All,1,1,L,string_length
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,L5,All,1,1,L,string_length
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,L5,All,1,1,L,string_length
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,L5,All,-1,1,L,string_length
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,L5,All,1,1,L,string_length
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,L5,All,1,1,L,string_length
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,L20,All,1,1,L,string_length
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,L20,All,1,1,L,string_length
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,L20,All,1,1,L,string_length
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,L20,All,1,1,L,string_length
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,L20,All,-1,1,L,string_length
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,L20,All,-0.9393939393939394,0.9393939393939394,L,string_length
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,L20,All,1,1,L,string_length
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,L20,All,0.8808080808080808,0.8808080808080808,L,string_length
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,L20,All,1,1,L,string_length
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,L20,All,1,1,L,string_length
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,L50,All,1,1,L,string_length
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,L50,All,-0.6088888888888889,0.6088888888888889,L,string_length
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,L50,All,-0.7866666666666666,0.7866666666666666,L,string_length
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,L50,All,1,1,L,string_length
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,L50,All,-1,1,L,string_length
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,L50,All,-1,1,L,string_length
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,L50,All,1,1,L,string_length
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,L50,All,-0.5555555555555556,0.5555555555555556,L,string_length
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,L50,All,1,1,L,string_length
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,L50,All,1,1,L,string_length
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,L200,All,1,1,L,string_length
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,L200,All,-1,1,L,string_length
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,L200,All,-1,1,L,string_length
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,L200,All,1,1,L,string_length
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,L200,All,-1,1,L,string_length
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,L200,All,-1,1,L,string_length
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,L200,All,1,1,L,string_length
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,L200,All,-0.5911111111111111,0.5911111111111111,L,string_length
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,L200,All,1,1,L,string_length
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,L200,All,1,1,L,string_length
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,L500,All,1,1,L,string_length
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,L500,All,-1,1,L,string_length
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,L500,All,-1,1,L,string_length
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,L500,All,1,1,L,string_length
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,L500,All,-1,1,L,string_length
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,L500,All,-1,1,L,string_length
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,L500,All,1,1,L,string_length
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,L500,All,-0.04,0.04,N,string_length
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,L500,All,1,1,L,string_length
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,L500,All,1,1,L,string_length
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,L2000,All,1,1,L,string_length
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,L2000,All,-1,1,L,string_length
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,L2000,All,-1,1,L,string_length
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,L2000,All,1,1,L,string_length
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,L2000,All,-1,1,L,string_length
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,L2000,All,-1,1,L,string_length
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,L2000,All,1,1,L,string_length
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,L2000,All,0.4303030303030303,0.4303030303030303,M,string_length
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,L2000,All,1,1,L,string_length
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,L2000,All,1,1,L,string_length
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,L10000,All,1,1,L,string_length
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,L10000,All,-1,1,L,string_length
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,L10000,All,-1,1,L,string_length
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,L10000,All,1,1,L,string_length
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,L10000,All,-1,1,L,string_length
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,L10000,All,-1,1,L,string_length
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,L10000,All,1,1,L,string_length
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,L10000,All,-0.4444444444444444,0.4444444444444444,M,string_length
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,L10000,All,1,1,L,string_length
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,L10000,All,1,1,L,string_length
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,L5,All,1,1,L,string_length
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,L5,All,1,1,L,string_length
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,L5,All,1,1,L,string_length
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,L5,All,1,1,L,string_length
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,L5,All,1,1,L,string_length
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,L5,All,1,1,L,string_length
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,L5,All,1,1,L,string_length
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,L5,All,-1,1,L,string_length
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,L5,All,1,1,L,string_length
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,L5,All,1,1,L,string_length
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,L20,All,-0.8755555555555555,0.8755555555555555,L,string_length
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,L20,All,-1,1,L,string_length
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,L20,All,-1,1,L,string_length
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,L20,All,1,1,L,string_length
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,L20,All,-1,1,L,string_length
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,L20,All,-1,1,L,string_length
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,L20,All,1,1,L,string_length
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,L20,All,-1,1,L,string_length
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,L20,All,1,1,L,string_length
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,L20,All,1,1,L,string_length
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,L50,All,-0.7244444444444444,0.7244444444444444,L,string_length
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,L50,All,-1,1,L,string_length
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,L50,All,-1,1,L,string_length
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,L50,All,-1,1,L,string_length
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,L50,All,-1,1,L,string_length
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,L50,All,-1,1,L,string_length
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,L50,All,-1,1,L,string_length
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,L50,All,-1,1,L,string_length
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,L50,All,1,1,L,string_length
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,L50,All,1,1,L,string_length
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,L200,All,-1,1,L,string_length
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,L200,All,-1,1,L,string_length
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,L200,All,-1,1,L,string_length
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,L200,All,-1,1,L,string_length
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,L200,All,-1,1,L,string_length
